"TIPO",PARTIDA,CAPITULO,PROGRAMA,SUBTITULO,ITEM,ASIGNACION,"DESC_PARTIDA","DESC_CAPITULO","DESC_PROGRAMA","DESC_SUBTITULO","DESC_ITEM","DESC_ASIGNACION",MONTO_PESOS,MONTO_DOLAR
"GASTOS",16,43,1,21,,,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO CENTRAL","SERVICIO DE SALUD METROPOLITANO CENTRAL  (01)","GASTOS EN PERSONAL",,,105743306,0
"GASTOS",16,43,1,22,,,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO CENTRAL","SERVICIO DE SALUD METROPOLITANO CENTRAL  (01)","BIENES Y SERVICIOS DE CONSUMO",,,69991066,0
"GASTOS",16,43,1,23,2,4,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO CENTRAL","SERVICIO DE SALUD METROPOLITANO CENTRAL  (01)","PRESTACIONES DE SEGURIDAD SOCIAL","Prestaciones de Asistencia Social","Ayudas Económicas y Otros Pagos Preventivos",104345,0
"GASTOS",16,43,1,23,3,1,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO CENTRAL","SERVICIO DE SALUD METROPOLITANO CENTRAL  (01)","PRESTACIONES DE SEGURIDAD SOCIAL","Prestaciones Sociales del Empleador","Indemnización de Cargo Fiscal",1811008,0
"GASTOS",16,43,1,24,1,461,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO CENTRAL","SERVICIO DE SALUD METROPOLITANO CENTRAL  (01)","TRANSFERENCIAS CORRIENTES","Al Sector Privado","Centros de Prevención de Alcoholismo y Salud Mental",1946,0
"GASTOS",16,43,1,24,3,298,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO CENTRAL","SERVICIO DE SALUD METROPOLITANO CENTRAL  (01)","TRANSFERENCIAS CORRIENTES","A Otras Entidades Públicas","Atención Primaria, Ley N° 19.378",16259409,0
"GASTOS",16,43,1,29,4,,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO CENTRAL","SERVICIO DE SALUD METROPOLITANO CENTRAL  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Mobiliario y Otros",,408811,0
"GASTOS",16,43,1,35,,,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO CENTRAL","SERVICIO DE SALUD METROPOLITANO CENTRAL  (01)","SALDO FINAL DE CAJA",,,25301,0
"INGRESOS",16,44,1,5,2,7,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO SUR","SERVICIO DE SALUD METROPOLITANO SUR  (01)","TRANSFERENCIAS CORRIENTES","Del Gobierno Central","Fondo Nacional de Salud - Atención Primaria",79793851,0
"INGRESOS",16,44,1,5,2,8,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO SUR","SERVICIO DE SALUD METROPOLITANO SUR  (01)","TRANSFERENCIAS CORRIENTES","Del Gobierno Central","Fondo Nacional de Salud - Prestaciones Valoradas",103552710,0
"INGRESOS",16,44,1,5,2,9,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO SUR","SERVICIO DE SALUD METROPOLITANO SUR  (01)","TRANSFERENCIAS CORRIENTES","Del Gobierno Central","Fondo Nacional de Salud - Prestaciones Institucionales",49883601,0
"INGRESOS",16,44,1,5,2,10,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO SUR","SERVICIO DE SALUD METROPOLITANO SUR  (01)","TRANSFERENCIAS CORRIENTES","Del Gobierno Central","Subsecretaría de Salud Pública",166038,0
"INGRESOS",16,44,1,7,,,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO SUR","SERVICIO DE SALUD METROPOLITANO SUR  (01)","INGRESOS DE OPERACIÓN",,,4835488,0
"INGRESOS",16,44,1,8,1,,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO SUR","SERVICIO DE SALUD METROPOLITANO SUR  (01)","OTROS INGRESOS CORRIENTES","Recuperaciones y Reembolsos por Licencias Médicas",,2567238,0
"INGRESOS",16,44,1,8,2,,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO SUR","SERVICIO DE SALUD METROPOLITANO SUR  (01)","OTROS INGRESOS CORRIENTES","Multas y Sanciones Pecuniarias",,153527,0
"INGRESOS",16,44,1,8,99,,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO SUR","SERVICIO DE SALUD METROPOLITANO SUR  (01)","OTROS INGRESOS CORRIENTES","Otros",,536606,0
"INGRESOS",16,44,1,12,10,,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO SUR","SERVICIO DE SALUD METROPOLITANO SUR  (01)","RECUPERACIÓN DE PRESTAMOS","Ingresos por Percibir",,296720,0
"INGRESOS",16,44,1,15,,,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO SUR","SERVICIO DE SALUD METROPOLITANO SUR  (01)","SALDO INICIAL DE CAJA",,,36911,0
"GASTOS",16,44,1,21,,,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO SUR","SERVICIO DE SALUD METROPOLITANO SUR  (01)","GASTOS EN PERSONAL",,,87513549,0
"GASTOS",16,44,1,22,,,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO SUR","SERVICIO DE SALUD METROPOLITANO SUR  (01)","BIENES Y SERVICIOS DE CONSUMO",,,79510828,0
"GASTOS",16,44,1,23,2,4,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO SUR","SERVICIO DE SALUD METROPOLITANO SUR  (01)","PRESTACIONES DE SEGURIDAD SOCIAL","Prestaciones de Asistencia Social","Ayudas Económicas y Otros Pagos Preventivos",18031,0
"GASTOS",16,44,1,23,3,1,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO SUR","SERVICIO DE SALUD METROPOLITANO SUR  (01)","PRESTACIONES DE SEGURIDAD SOCIAL","Prestaciones Sociales del Empleador","Indemnización de Cargo Fiscal",988200,0
"GASTOS",16,44,1,24,1,461,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO SUR","SERVICIO DE SALUD METROPOLITANO SUR  (01)","TRANSFERENCIAS CORRIENTES","Al Sector Privado","Centros de Prevención de Alcoholismo y Salud Mental",16900,0
"GASTOS",16,44,1,24,3,298,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO SUR","SERVICIO DE SALUD METROPOLITANO SUR  (01)","TRANSFERENCIAS CORRIENTES","A Otras Entidades Públicas","Atención Primaria, Ley N° 19.378",73351766,0
"GASTOS",16,44,1,29,4,,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO SUR","SERVICIO DE SALUD METROPOLITANO SUR  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Mobiliario y Otros",,386494,0
"GASTOS",16,44,1,35,,,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO SUR","SERVICIO DE SALUD METROPOLITANO SUR  (01)","SALDO FINAL DE CAJA",,,36922,0
"INGRESOS",16,45,1,5,2,7,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO NORTE","SERVICIO DE SALUD METROPOLITANO NORTE  (01)","TRANSFERENCIAS CORRIENTES","Del Gobierno Central","Fondo Nacional de Salud - Atención Primaria",49424417,0
"INGRESOS",16,45,1,5,2,8,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO NORTE","SERVICIO DE SALUD METROPOLITANO NORTE  (01)","TRANSFERENCIAS CORRIENTES","Del Gobierno Central","Fondo Nacional de Salud - Prestaciones Valoradas",84175535,0
"INGRESOS",16,45,1,5,2,9,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO NORTE","SERVICIO DE SALUD METROPOLITANO NORTE  (01)","TRANSFERENCIAS CORRIENTES","Del Gobierno Central","Fondo Nacional de Salud - Prestaciones Institucionales",35995364,0
"INGRESOS",16,45,1,5,2,10,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO NORTE","SERVICIO DE SALUD METROPOLITANO NORTE  (01)","TRANSFERENCIAS CORRIENTES","Del Gobierno Central","Subsecretaría de Salud Pública",93126,0
"INGRESOS",16,45,1,7,,,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO NORTE","SERVICIO DE SALUD METROPOLITANO NORTE  (01)","INGRESOS DE OPERACIÓN",,,4037073,0
"INGRESOS",16,45,1,8,1,,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO NORTE","SERVICIO DE SALUD METROPOLITANO NORTE  (01)","OTROS INGRESOS CORRIENTES","Recuperaciones y Reembolsos por Licencias Médicas",,2864408,0
"INGRESOS",16,45,1,8,2,,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO NORTE","SERVICIO DE SALUD METROPOLITANO NORTE  (01)","OTROS INGRESOS CORRIENTES","Multas y Sanciones Pecuniarias",,15772,0
"INGRESOS",16,45,1,8,99,,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO NORTE","SERVICIO DE SALUD METROPOLITANO NORTE  (01)","OTROS INGRESOS CORRIENTES","Otros",,306072,0
"INGRESOS",16,45,1,12,10,,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO NORTE","SERVICIO DE SALUD METROPOLITANO NORTE  (01)","RECUPERACIÓN DE PRESTAMOS","Ingresos por Percibir",,477625,0
"INGRESOS",16,45,1,15,,,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO NORTE","SERVICIO DE SALUD METROPOLITANO NORTE  (01)","SALDO INICIAL DE CAJA",,,29147,0
"GASTOS",16,45,1,21,,,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO NORTE","SERVICIO DE SALUD METROPOLITANO NORTE  (01)","GASTOS EN PERSONAL",,,72655248,0
"GASTOS",16,45,1,22,,,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO NORTE","SERVICIO DE SALUD METROPOLITANO NORTE  (01)","BIENES Y SERVICIOS DE CONSUMO",,,59281328,0
"GASTOS",16,45,1,23,2,4,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO NORTE","SERVICIO DE SALUD METROPOLITANO NORTE  (01)","PRESTACIONES DE SEGURIDAD SOCIAL","Prestaciones de Asistencia Social","Ayudas Económicas y Otros Pagos Preventivos",35416,0
"GASTOS",16,45,1,23,3,1,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO NORTE","SERVICIO DE SALUD METROPOLITANO NORTE  (01)","PRESTACIONES DE SEGURIDAD SOCIAL","Prestaciones Sociales del Empleador","Indemnización de Cargo Fiscal",1279045,0
"GASTOS",16,45,1,24,1,461,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO NORTE","SERVICIO DE SALUD METROPOLITANO NORTE  (01)","TRANSFERENCIAS CORRIENTES","Al Sector Privado","Centros de Prevención de Alcoholismo y Salud Mental",4812,0
"GASTOS",16,45,1,24,3,298,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO NORTE","SERVICIO DE SALUD METROPOLITANO NORTE  (01)","TRANSFERENCIAS CORRIENTES","A Otras Entidades Públicas","Atención Primaria, Ley N° 19.378",43885622,0
"GASTOS",16,45,1,29,4,,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO NORTE","SERVICIO DE SALUD METROPOLITANO NORTE  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Mobiliario y Otros",,247851,0
"GASTOS",16,45,1,35,,,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO NORTE","SERVICIO DE SALUD METROPOLITANO NORTE  (01)","SALDO FINAL DE CAJA",,,29217,0
"INGRESOS",16,46,1,5,2,7,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO OCCIDENTE","SERVICIO DE SALUD METROPOLITANO OCCIDENTE  (01)","TRANSFERENCIAS CORRIENTES","Del Gobierno Central","Fondo Nacional de Salud - Atención Primaria",82017494,0
"INGRESOS",16,46,1,5,2,8,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO OCCIDENTE","SERVICIO DE SALUD METROPOLITANO OCCIDENTE  (01)","TRANSFERENCIAS CORRIENTES","Del Gobierno Central","Fondo Nacional de Salud - Prestaciones Valoradas",83699682,0
"INGRESOS",16,46,1,5,2,9,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO OCCIDENTE","SERVICIO DE SALUD METROPOLITANO OCCIDENTE  (01)","TRANSFERENCIAS CORRIENTES","Del Gobierno Central","Fondo Nacional de Salud - Prestaciones Institucionales",52363565,0
"INGRESOS",16,46,1,5,2,10,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO OCCIDENTE","SERVICIO DE SALUD METROPOLITANO OCCIDENTE  (01)","TRANSFERENCIAS CORRIENTES","Del Gobierno Central","Subsecretaría de Salud Pública",157585,0
"INGRESOS",16,46,1,6,,,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO OCCIDENTE","SERVICIO DE SALUD METROPOLITANO OCCIDENTE  (01)","RENTAS DE LA PROPIEDAD",,,5275,0
"INGRESOS",16,46,1,7,,,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO OCCIDENTE","SERVICIO DE SALUD METROPOLITANO OCCIDENTE  (01)","INGRESOS DE OPERACIÓN",,,3733431,0
"INGRESOS",16,46,1,8,1,,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO OCCIDENTE","SERVICIO DE SALUD METROPOLITANO OCCIDENTE  (01)","OTROS INGRESOS CORRIENTES","Recuperaciones y Reembolsos por Licencias Médicas",,2713633,0
"INGRESOS",16,46,1,8,99,,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO OCCIDENTE","SERVICIO DE SALUD METROPOLITANO OCCIDENTE  (01)","OTROS INGRESOS CORRIENTES","Otros",,156813,0
"INGRESOS",16,46,1,12,10,,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO OCCIDENTE","SERVICIO DE SALUD METROPOLITANO OCCIDENTE  (01)","RECUPERACIÓN DE PRESTAMOS","Ingresos por Percibir",,397628,0
"INGRESOS",16,46,1,15,,,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO OCCIDENTE","SERVICIO DE SALUD METROPOLITANO OCCIDENTE  (01)","SALDO INICIAL DE CAJA",,,32020,0
"GASTOS",16,46,1,21,,,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO OCCIDENTE","SERVICIO DE SALUD METROPOLITANO OCCIDENTE  (01)","GASTOS EN PERSONAL",,,88385937,0
"GASTOS",16,46,1,22,,,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO OCCIDENTE","SERVICIO DE SALUD METROPOLITANO OCCIDENTE  (01)","BIENES Y SERVICIOS DE CONSUMO",,,58368695,0
"GASTOS",16,46,1,23,3,1,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO OCCIDENTE","SERVICIO DE SALUD METROPOLITANO OCCIDENTE  (01)","PRESTACIONES DE SEGURIDAD SOCIAL","Prestaciones Sociales del Empleador","Indemnización de Cargo Fiscal",1098119,0
"GASTOS",16,46,1,24,1,461,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO OCCIDENTE","SERVICIO DE SALUD METROPOLITANO OCCIDENTE  (01)","TRANSFERENCIAS CORRIENTES","Al Sector Privado","Centros de Prevención de Alcoholismo y Salud Mental",17276,0
"GASTOS",16,46,1,24,3,298,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO OCCIDENTE","SERVICIO DE SALUD METROPOLITANO OCCIDENTE  (01)","TRANSFERENCIAS CORRIENTES","A Otras Entidades Públicas","Atención Primaria, Ley N° 19.378",76981925,0
"GASTOS",16,46,1,29,4,,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO OCCIDENTE","SERVICIO DE SALUD METROPOLITANO OCCIDENTE  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Mobiliario y Otros",,393141,0
"GASTOS",16,46,1,35,,,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO OCCIDENTE","SERVICIO DE SALUD METROPOLITANO OCCIDENTE  (01)","SALDO FINAL DE CAJA",,,32033,0
"INGRESOS",16,47,1,5,2,7,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO SUR-ORIENTE","SERVICIO DE SALUD METROPOLITANO SUR-ORIENTE  (01)","TRANSFERENCIAS CORRIENTES","Del Gobierno Central","Fondo Nacional de Salud - Atención Primaria",86343038,0
"INGRESOS",16,47,1,5,2,8,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO SUR-ORIENTE","SERVICIO DE SALUD METROPOLITANO SUR-ORIENTE  (01)","TRANSFERENCIAS CORRIENTES","Del Gobierno Central","Fondo Nacional de Salud - Prestaciones Valoradas",78056960,0
"INGRESOS",16,47,1,5,2,9,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO SUR-ORIENTE","SERVICIO DE SALUD METROPOLITANO SUR-ORIENTE  (01)","TRANSFERENCIAS CORRIENTES","Del Gobierno Central","Fondo Nacional de Salud - Prestaciones Institucionales",85288642,0
"INGRESOS",16,47,1,5,2,10,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO SUR-ORIENTE","SERVICIO DE SALUD METROPOLITANO SUR-ORIENTE  (01)","TRANSFERENCIAS CORRIENTES","Del Gobierno Central","Subsecretaría de Salud Pública",119607,0
"INGRESOS",16,47,1,6,,,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO SUR-ORIENTE","SERVICIO DE SALUD METROPOLITANO SUR-ORIENTE  (01)","RENTAS DE LA PROPIEDAD",,,162362,0
"INGRESOS",16,47,1,7,,,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO SUR-ORIENTE","SERVICIO DE SALUD METROPOLITANO SUR-ORIENTE  (01)","INGRESOS DE OPERACIÓN",,,2247052,0
"INGRESOS",16,47,1,8,1,,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO SUR-ORIENTE","SERVICIO DE SALUD METROPOLITANO SUR-ORIENTE  (01)","OTROS INGRESOS CORRIENTES","Recuperaciones y Reembolsos por Licencias Médicas",,2609188,0
"INGRESOS",16,47,1,8,2,,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO SUR-ORIENTE","SERVICIO DE SALUD METROPOLITANO SUR-ORIENTE  (01)","OTROS INGRESOS CORRIENTES","Multas y Sanciones Pecuniarias",,14360,0
"INGRESOS",16,47,1,8,99,,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO SUR-ORIENTE","SERVICIO DE SALUD METROPOLITANO SUR-ORIENTE  (01)","OTROS INGRESOS CORRIENTES","Otros",,1456428,0
"INGRESOS",16,47,1,12,10,,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO SUR-ORIENTE","SERVICIO DE SALUD METROPOLITANO SUR-ORIENTE  (01)","RECUPERACIÓN DE PRESTAMOS","Ingresos por Percibir",,147533,0
"INGRESOS",16,47,1,15,,,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO SUR-ORIENTE","SERVICIO DE SALUD METROPOLITANO SUR-ORIENTE  (01)","SALDO INICIAL DE CAJA",,,31645,0
"GASTOS",16,47,1,21,,,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO SUR-ORIENTE","SERVICIO DE SALUD METROPOLITANO SUR-ORIENTE  (01)","GASTOS EN PERSONAL",,,93951542,0
"GASTOS",16,47,1,22,,,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO SUR-ORIENTE","SERVICIO DE SALUD METROPOLITANO SUR-ORIENTE  (01)","BIENES Y SERVICIOS DE CONSUMO",,,84516365,0
"GASTOS",16,47,1,23,3,1,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO SUR-ORIENTE","SERVICIO DE SALUD METROPOLITANO SUR-ORIENTE  (01)","PRESTACIONES DE SEGURIDAD SOCIAL","Prestaciones Sociales del Empleador","Indemnización de Cargo Fiscal",1345741,0
"GASTOS",16,47,1,24,1,461,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO SUR-ORIENTE","SERVICIO DE SALUD METROPOLITANO SUR-ORIENTE  (01)","TRANSFERENCIAS CORRIENTES","Al Sector Privado","Centros de Prevención de Alcoholismo y Salud Mental",11778,0
"GASTOS",16,47,1,24,3,298,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO SUR-ORIENTE","SERVICIO DE SALUD METROPOLITANO SUR-ORIENTE  (01)","TRANSFERENCIAS CORRIENTES","A Otras Entidades Públicas","Atención Primaria, Ley N° 19.378",76374833,0
"GASTOS",16,47,1,29,4,,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO SUR-ORIENTE","SERVICIO DE SALUD METROPOLITANO SUR-ORIENTE  (01)","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Mobiliario y Otros",,245657,0
"GASTOS",16,47,1,35,,,"MINISTERIO DE SALUD","SERVICIO DE SALUD METROPOLITANO SUR-ORIENTE","SERVICIO DE SALUD METROPOLITANO SUR-ORIENTE  (01)","SALDO FINAL DE CAJA",,,30899,0
"INGRESOS",16,49,1,5,2,7,"MINISTERIO DE SALUD","PROGRAMA CONTINGENCIAS OPERACIONALES","PROGRAMA CONTINGENCIAS OPERACIONALES","TRANSFERENCIAS CORRIENTES","Del Gobierno Central","Fondo Nacional de Salud - Atención Primaria",119813147,0
"INGRESOS",16,49,1,5,2,8,"MINISTERIO DE SALUD","PROGRAMA CONTINGENCIAS OPERACIONALES","PROGRAMA CONTINGENCIAS OPERACIONALES","TRANSFERENCIAS CORRIENTES","Del Gobierno Central","Fondo Nacional de Salud - Prestaciones Valoradas",29148759,0
"INGRESOS",16,49,1,5,2,9,"MINISTERIO DE SALUD","PROGRAMA CONTINGENCIAS OPERACIONALES","PROGRAMA CONTINGENCIAS OPERACIONALES","TRANSFERENCIAS CORRIENTES","Del Gobierno Central","Fondo Nacional de Salud - Prestaciones Institucionales",169940319,0
"GASTOS",16,49,1,21,,,"MINISTERIO DE SALUD","PROGRAMA CONTINGENCIAS OPERACIONALES","PROGRAMA CONTINGENCIAS OPERACIONALES","GASTOS EN PERSONAL",,,121742238,0
"GASTOS",16,49,1,22,,,"MINISTERIO DE SALUD","PROGRAMA CONTINGENCIAS OPERACIONALES","PROGRAMA CONTINGENCIAS OPERACIONALES","BIENES Y SERVICIOS DE CONSUMO",,,80557256,0
"GASTOS",16,49,1,23,2,4,"MINISTERIO DE SALUD","PROGRAMA CONTINGENCIAS OPERACIONALES","PROGRAMA CONTINGENCIAS OPERACIONALES","PRESTACIONES DE SEGURIDAD SOCIAL","Prestaciones de Asistencia Social","Ayudas Económicas y Otros Pagos Preventivos",23170,0
"GASTOS",16,49,1,23,3,1,"MINISTERIO DE SALUD","PROGRAMA CONTINGENCIAS OPERACIONALES","PROGRAMA CONTINGENCIAS OPERACIONALES","PRESTACIONES DE SEGURIDAD SOCIAL","Prestaciones Sociales del Empleador","Indemnización de Cargo Fiscal",2670512,0
"GASTOS",16,49,1,24,3,298,"MINISTERIO DE SALUD","PROGRAMA CONTINGENCIAS OPERACIONALES","PROGRAMA CONTINGENCIAS OPERACIONALES","TRANSFERENCIAS CORRIENTES","A Otras Entidades Públicas","Atención Primaria, Ley N° 19.378",107809346,0
"GASTOS",16,49,1,26,2,,"MINISTERIO DE SALUD","PROGRAMA CONTINGENCIAS OPERACIONALES","PROGRAMA CONTINGENCIAS OPERACIONALES","OTROS GASTOS CORRIENTES","Compensaciones por Daños a Terceros y/o a la Propiedad",,334297,0
"GASTOS",16,49,1,29,4,,"MINISTERIO DE SALUD","PROGRAMA CONTINGENCIAS OPERACIONALES","PROGRAMA CONTINGENCIAS OPERACIONALES","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Mobiliario y Otros",,2962551,0
"GASTOS",16,49,1,29,5,,"MINISTERIO DE SALUD","PROGRAMA CONTINGENCIAS OPERACIONALES","PROGRAMA CONTINGENCIAS OPERACIONALES","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Máquinas y Equipos",,2625432,0
"GASTOS",16,49,1,29,6,,"MINISTERIO DE SALUD","PROGRAMA CONTINGENCIAS OPERACIONALES","PROGRAMA CONTINGENCIAS OPERACIONALES","ADQUISICIÓN DE ACTIVOS NO FINANCIEROS","Equipos Informáticos",,177423,0
"INGRESOS",16,50,1,5,2,7,"MINISTERIO DE SALUD","HOSPITAL PADRE ALBERTO HURTADO","HOSPITAL PADRE ALBERTO HURTADO  (01)","TRANSFERENCIAS CORRIENTES","Del Gobierno Central","Fondo Nacional de Salud - Atención Primaria",159135,0
"INGRESOS",16,50,1,5,2,8,"MINISTERIO DE SALUD","HOSPITAL PADRE ALBERTO HURTADO","HOSPITAL PADRE ALBERTO HURTADO  (01)","TRANSFERENCIAS CORRIENTES","Del Gobierno Central","Fondo Nacional de Salud - Prestaciones Valoradas",15020112,0
"INGRESOS",16,50,1,5,2,9,"MINISTERIO DE SALUD","HOSPITAL PADRE ALBERTO HURTADO","HOSPITAL PADRE ALBERTO HURTADO  (01)","TRANSFERENCIAS CORRIENTES","Del Gobierno Central","Fondo Nacional de Salud - Prestaciones Institucionales",21917637,0
"INGRESOS",16,50,1,5,2,10,"MINISTERIO DE SALUD","HOSPITAL PADRE ALBERTO HURTADO","HOSPITAL PADRE ALBERTO HURTADO  (01)","TRANSFERENCIAS CORRIENTES","Del Gobierno Central","Subsecretaría de Salud Pública",418,0
"INGRESOS",16,50,1,6,,,"MINISTERIO DE SALUD","HOSPITAL PADRE ALBERTO HURTADO","HOSPITAL PADRE ALBERTO HURTADO  (01)","RENTAS DE LA PROPIEDAD",,,25656,0
"INGRESOS",16,50,1,7,,,"MINISTERIO DE SALUD","HOSPITAL PADRE ALBERTO HURTADO","HOSPITAL PADRE ALBERTO HURTADO  (01)","INGRESOS DE OPERACIÓN",,,1280701,0
"INGRESOS",16,50,1,8,1,,"MINISTERIO DE SALUD","HOSPITAL PADRE ALBERTO HURTADO","HOSPITAL PADRE ALBERTO HURTADO  (01)","OTROS INGRESOS CORRIENTES","Recuperaciones y Reembolsos por Licencias Médicas",,1002914,0
"INGRESOS",16,50,1,8,2,,"MINISTERIO DE SALUD","HOSPITAL PADRE ALBERTO HURTADO","HOSPITAL PADRE ALBERTO HURTADO  (01)","OTROS INGRESOS CORRIENTES","Multas y Sanciones Pecuniarias",,3341,0
"INGRESOS",16,50,1,12,10,,"MINISTERIO DE SALUD","HOSPITAL PADRE ALBERTO HURTADO","HOSPITAL PADRE ALBERTO HURTADO  (01)","RECUPERACIÓN DE PRESTAMOS","Ingresos por Percibir",,124611,0
"INGRESOS",16,50,1,15,,,"MINISTERIO DE SALUD","HOSPITAL PADRE ALBERTO HURTADO","HOSPITAL PADRE ALBERTO HURTADO  (01)","SALDO INICIAL DE CAJA",,,995,0
"GASTOS",16,50,1,21,,,"MINISTERIO DE SALUD","HOSPITAL PADRE ALBERTO HURTADO","HOSPITAL PADRE ALBERTO HURTADO  (01)","GASTOS EN PERSONAL",,,25266447,0
"GASTOS",16,50,1,22,,,"MINISTERIO DE SALUD","HOSPITAL PADRE ALBERTO HURTADO","HOSPITAL PADRE ALBERTO HURTADO  (01)","BIENES Y SERVICIOS DE CONSUMO",,,14078820,0
